名字,导演,主演,年份,时长,国家,类型,评分,评论人数,五星,四星,三星,二星,一星
神偷奶爸3,凯尔·巴尔达 / 皮埃尔·柯芬 / 埃里克·吉隆,史蒂夫·卡瑞尔,2017,90,美国,喜剧 / 动画 / 冒险,6.8,129585,10.3,31.3,48.6,8.8,1.0
林中小屋,德鲁·高达,克里斯汀·康奈利,2012,95,美国,喜剧 / 悬疑 / 恐怖,7.4,119335,17.5,44.1,31.5,5.5,1.4
假结婚,安妮·弗莱彻,桑德拉·布洛克,2009,108,美国,剧情 / 喜剧 / 爱情,7.1,109391,9.3,39.9,46.2,4.1,0.4
向左走．向右走,杜琪峰 / 韦家辉,金城武,2003,95,香港 / 新加坡,爱情,6.9,94982,10.1,33.0,49.9,6.3,0.7
前任攻略,田羽生,韩庚,2014,108,中国大陆,喜剧 / 爱情,6.1,122305,6.3,23.8,45.8,17.9,6.1
海街日记,是枝裕和,绫濑遥,2015,127,日本,剧情 / 家庭,8.6,124179,43.2,45.0,11.1,0.6,0.1
丑女大翻身,金容华,金雅中,2006,120,韩国,喜剧 / 爱情,7.1,105310,11.5,38.9,44.3,4.6,0.7
娜娜,大谷健太郎,中岛美嘉,2005,113,日本,剧情 / 音乐,7.8,99721,25.2,43.7,27.1,3.3,0.6
蜘蛛侠3,山姆·雷米,托比·马奎尔,2007,139,美国,动作 / 科幻 / 冒险,7.0,104134,10.3,35.7,47.7,5.5,0.7
越光宝盒,刘镇伟,孙俪,2010,86,中国大陆 / 香港,喜剧 / 奇幻,5.2,112095,3.5,11.8,39.6,29.5,15.5
聚焦,汤姆·麦卡锡,马克·鲁弗洛,2015,128,美国 / 加拿大,剧情 / 传记,8.8,124719,49.0,41.3,9.0,0.6,0.1
万万没想到,易小星,白客,2015,95,中国大陆,喜剧 / 奇幻 / 冒险 / 古装,5.5,126360,6.3,15.1,40.4,25.5,12.7
公主日记2,盖瑞·马歇尔,安妮·海瑟薇,2004,113,美国,喜剧 / 爱情 / 家庭,6.9,97568,9.0,32.3,51.9,6.1,0.6
梦之安魂曲,达伦·阿伦诺夫斯基,艾伦·伯斯汀,2000,102,美国,剧情,8.7,113412,51.3,36.0,10.9,1.3,0.5
麦兜，菠萝油王子,袁建滔,李颖贤,2004,73,香港,剧情 / 喜剧 / 动画,8.0,39289,28.7,44.2,24.4,2.3,0.4
出租车司机,马丁·斯科塞斯,罗伯特·德尼罗,1976,113,美国,剧情 / 犯罪,8.4,105960,38.5,44.9,15.0,1.3,0.3
恋爱假期,南希·迈耶斯,卡梅隆·迪亚兹,2006,138,美国,喜剧 / 爱情,7.6,105058,18.7,47.4,31.3,2.4,0.2
十一罗汉,史蒂文·索德伯格,乔治·克鲁尼,2001,116,美国,动作 / 犯罪,7.9,105816,21.2,53.5,23.6,1.5,0.2
沉睡魔咒,罗伯特·斯特罗姆伯格,安吉丽娜·朱莉,2014,98,美国 / 英国,动作 / 爱情 / 奇幻 / 冒险,6.9,117717,11.6,33.2,44.8,8.8,1.6
扫毒,陈木胜,刘青云,2013,134,中国大陆 / 香港,剧情 / 动作 / 悬疑 / 犯罪,7.2,119817,16.1,40.2,35.0,6.9,1.7
天生一对,南希·迈耶斯,琳赛·洛翰,1998,127,美国,剧情 / 喜剧 / 爱情 / 家庭 / 儿童,8.3,105925,31.9,50.2,17.2,0.6,0.1
叫我第一名,彼得·维纳,詹姆斯·沃克,2008,95,美国,剧情 / 传记,8.6,109409,44.0,42.8,12.3,0.7,0.1
山河故人,贾樟柯,赵涛,2015,126,中国大陆 / 法国 / 日本,剧情 / 家庭,7.8,121618,25.7,45.1,24.6,3.6,1.0
机械姬,亚历克斯·加兰,奥斯卡·伊萨克,2015,108,英国,剧情 / 科幻 / 悬疑 / 惊悚,7.5,118699,15.2,50.2,31.1,3.0,0.5
绿里奇迹,弗兰克·德拉邦特,汤姆·汉克斯,1999,189,美国,剧情 / 悬疑 / 犯罪 / 奇幻,8.7,107659,48.3,38.8,11.7,1.0,0.3
末路狂花,雷德利·斯科特,吉娜·戴维斯,1991,130,美国 / 法国,剧情 / 惊悚 / 犯罪,8.7,105697,47.8,40.6,10.7,0.7,0.2
艺伎回忆录,罗伯·马歇尔,章子怡,2005,145,美国,剧情 / 爱情,7.1,106074,12.9,37.5,42.2,6.4,0.9
小森林 冬春篇,森淳一,桥本爱,2015,120,日本,剧情,8.9,117763,56.1,35.3,7.7,0.6,0.2
帕丁顿熊,保罗·金,本·卫肖,2015,95,英国 / 法国,喜剧 / 动画 / 家庭,7.6,117938,18.8,46.2,32.2,2.6,0.3
二次曝光,李玉,范冰冰,2012,106,中国大陆,剧情 / 爱情 / 悬疑,6.1,107313,5.6,22.4,48.3,18.7,4.9
精灵鼠小弟,罗伯·明可夫,迈克尔·J·福克斯,2000,84,美国 / 德国,喜剧 / 家庭 / 奇幻 / 冒险,7.5,95933,15.1,49.0,33.9,1.7,0.2
空房间,金基德,在熙,2004,88,韩国,剧情 / 爱情 / 犯罪,8.0,100209,29.2,44.7,22.8,2.8,0.6
北京爱情故事,陈思诚,梁家辉,2014,121,中国大陆,爱情,6.0,118476,5.8,21.2,48.7,18.2,6.1
功夫之王,罗伯·明可夫,李连杰,2008,104,美国 / 中国大陆,动作 / 奇幻 / 冒险 / 武侠 / 古装,5.3,103373,2.1,9.4,48.3,30.8,9.4
毒战,杜琪峰,孙红雷,2013,108,中国大陆 / 香港,剧情 / 动作 / 犯罪,7.2,115135,13.2,42.9,36.4,6.0,1.5
九层妖塔,陆川,赵又廷,2015,115,中国大陆,动作 / 惊悚 / 冒险,4.2,124879,2.3,5.8,24.2,34.9,32.9
万物理论,詹姆斯·马什,埃迪·雷德梅恩,2014,123,英国,剧情 / 爱情 / 传记,8.1,116416,27.9,50.1,20.5,1.3,0.2
廊桥遗梦,克林特·伊斯特伍德,克林特·伊斯特伍德,1995,135,美国,剧情 / 爱情,8.6,98463,44.4,41.0,13.1,1.1,0.4
情人,让-雅克·阿诺,珍·玛奇,1992,115,法国 / 英国 / 越南,剧情 / 爱情 / 情色 / 传记,8.1,98129,27.9,50.0,20.6,1.3,0.2
我是山姆,杰茜·尼尔森,西恩·潘,2001,132,美国,剧情 / 家庭,8.8,106239,51.6,38.5,9.2,0.5,0.1
理发师陶德,蒂姆·波顿,约翰尼·德普,2007,116,美国 / 英国,剧情 / 恐怖 / 歌舞,7.7,102485,21.1,45.8,29.3,3.2,0.5
春娇救志明,彭浩翔,余文乐,2017,121,香港 / 中国大陆,剧情 / 喜剧 / 爱情,7.1,121761,14.7,36.4,39.1,8.1,1.8
真实的谎言,詹姆斯·卡梅隆,阿诺·施瓦辛格,1995,141,美国,喜剧 / 动作 / 惊悚,8.1,99346,27.5,51.0,20.3,1.1,0.2
红高粱,张艺谋,姜文,1988,91,中国大陆,剧情 / 爱情 / 历史 / 战争,8.2,96757,29.6,53.1,16.2,0.8,0.2
夜宴,冯小刚,章子怡,2006,131,中国大陆,剧情 / 动作 / 古装,5.6,96928,3.4,14.6,49.3,26.0,6.7
谍影重重5,保罗·格林格拉斯,马特·达蒙,2016,123,美国,动作 / 悬疑 / 惊悚,7.3,119659,15.1,42.1,36.4,5.1,1.3
生活大爆炸 第三季,Mark Cendrowski,约翰尼·盖尔克奇,,,美国,喜剧,9.3,120499,70.7,25.3,3.8,0.2,0.0
枪王之王,尔冬升,古天乐,2010,117,香港 / 中国大陆,动作 / 悬疑 / 惊悚,6.6,104619,4.7,29.9,56.2,8.2,1.0
黑镜 第二季,欧文·哈里斯,海莉·阿特维尔,,,英国,剧情 / 科幻 / 惊悚,9.1,126134,63.0,30.7,5.9,0.4,0.1
了不起的狐狸爸爸,韦斯·安德森,乔治·克鲁尼,2009,87,美国,喜剧 / 动画 / 冒险,8.4,110775,38.2,46.1,14.5,1.0,0.2
精灵旅社,格恩迪·塔塔科夫斯基,亚当·桑德勒,2013,91,美国,喜剧 / 动画 / 奇幻,7.8,113613,21.7,48.3,27.5,2.2,0.3
特工绍特,菲利普·诺伊斯,安吉丽娜·朱莉,2010,100,美国,动作 / 悬疑 / 惊悚,7.2,104841,11.2,43.5,40.1,4.5,0.6
落水狗,昆汀·塔伦蒂诺,哈威·凯特尔,1992,99,美国,惊悚 / 犯罪,8.3,104710,32.7,50.1,15.7,1.2,0.3
终结者,詹姆斯·卡梅隆,阿诺·施瓦辛格,1984,107,美国 / 英国,动作 / 科幻 / 惊悚,7.9,98047,23.5,52.0,23.0,1.3,0.2
生化危机4：战神再生,保罗·安德森,米拉·乔沃维奇,2010,97,德国 / 法国 / 美国 / 加拿大,动作 / 科幻 / 恐怖,6.3,104163,7.2,23.2,51.2,15.4,3.1
移动迷宫,韦斯·鲍尔,迪伦·奥布莱恩,2014,113,美国 / 英国 / 英国,动作 / 科幻 / 冒险,6.8,114341,8.2,34.2,47.4,8.7,1.5
鬼妈妈,亨利·塞利克,达科塔·范宁,2009,96,美国,动画 / 奇幻 / 冒险,8.0,107707,26.1,51.4,21.2,1.2,0.2
恋爱通告,王力宏,王力宏,2010,99,台湾 / 中国大陆,喜剧 / 爱情,5.9,101460,6.0,17.6,47.3,22.2,6.9
神探,杜琪峰 / 韦家辉,刘青云,2007,89,香港,动作 / 惊悚 / 犯罪,8.4,108909,38.2,44.9,15.0,1.5,0.3
不见不散,冯小刚,葛优,1998,103,中国大陆,喜剧 / 爱情,7.8,94994,19.4,53.0,26.1,1.3,0.2
律政俏佳人,罗伯特·路克蒂克,瑞茜·威瑟斯彭,2001,96,美国,喜剧 / 爱情,7.2,95198,12.8,41.5,41.1,4.0,0.6
整蛊专家,王晶,刘德华,1991,110,香港,喜剧 / 爱情,7.3,94741,15.1,39.5,41.1,3.8,0.5
追凶者也,曹保平,刘烨,2016,110,中国大陆,剧情 / 喜剧 / 犯罪,7.6,119708,15.8,53.3,28.2,2.3,0.4
正义联盟,扎克·施奈德,本·阿弗莱克,2017,120,美国,动作 / 科幻 / 奇幻 / 冒险,6.6,127859,8.8,28.3,49.4,11.5,1.9
上帝也疯狂,加美·尤伊斯,Marius Weyers,1980,109,博茨瓦纳 / 南非,喜剧,8.6,96590,47.8,38.2,12.6,1.1,0.3
十二宫,大卫·芬奇,杰克·吉伦哈尔,2007,157,美国,剧情 / 悬疑 / 惊悚 / 历史 / 犯罪,7.2,103227,13.3,42.5,38.1,5.2,0.9
纸牌屋 第一季,大卫·芬奇 / 詹姆斯·弗雷 / 卡尔·弗兰克林 / 乔·舒马赫 / 艾伦·考特勒 / 查尔斯·麦克道格,凯文·史派西,,,美国,剧情,9.2,121019,64.7,30.2,4.6,0.3,0.1
百万美元宝贝,克林特·伊斯特伍德,克林特·伊斯特伍德,2004,132,美国,剧情 / 运动,8.5,102286,39.9,46.4,12.8,0.7,0.1
拆弹部队,凯瑟琳·毕格罗,杰瑞米·雷纳,2008,131,美国,剧情 / 惊悚 / 战争,7.7,106606,18.2,50.7,28.0,2.5,0.6
夺宝联盟,崔东勋,金允石,2013,123,韩国,动作 / 犯罪,7.1,108489,10.9,41.0,42.1,5.2,0.7
追龙,王晶 / 关智耀,甄子丹,2017,128,香港 / 中国大陆,动作 / 犯罪,7.3,121450,12.8,45.6,35.8,4.8,1.0
大红灯笼高高挂,张艺谋,巩俐,1991,125,中国大陆 / 香港 / 台湾,剧情 / 爱情 / 历史,8.4,100327,34.2,50.9,14.0,0.8,0.2
星空,林书宇,徐娇,2011,98,中国大陆 / 台湾,剧情 / 爱情 / 奇幻,7.1,100840,15.5,36.0,39.7,7.4,1.4
蝴蝶,费利普·弥勒,米歇尔·塞罗尔,2002,85,法国,剧情 / 喜剧 / 儿童,8.6,95158,42.3,45.5,11.6,0.5,0.1
惊情四百年,弗朗西斯·福特·科波拉,加里·奥德曼,1992,128,美国,爱情 / 恐怖,7.7,98373,23.0,45.4,27.7,3.3,0.6
有一个地方只有我们知道,徐静蕾,吴亦凡,2015,109,中国大陆,爱情,4.9,115414,5.2,10.3,30.9,30.1,23.5
巴黎淘气帮,洛朗·蒂拉尔,马克西姆·戈达尔,2013,92,法国 / 比利时,喜剧 / 家庭 / 儿童,8.6,104358,44.9,42.5,11.8,0.7,0.1
生化危机2：启示录,亚历山大·维特,米拉·乔沃维奇,2004,94,英国 / 加拿大,动作 / 科幻 / 恐怖,7.6,99016,17.6,48.6,30.9,2.6,0.3
权力的游戏 第三季,丹尼尔·米纳汉 / 戴维·贝尼奥夫 / 艾利克斯·格雷夫斯 / 埃里克·萨哈罗夫 / 米歇尔·麦克拉伦 / 大卫·努特尔,麦茜·威廉姆斯,,,美国 / 英国,剧情 / 奇幻 / 冒险,9.4,115486,75.9,20.8,3.0,0.2,0.1
锦衣卫,李仁港,甄子丹,2010,112,中国大陆 / 香港 / 新加坡,剧情 / 动作 / 惊悚 / 武侠 / 古装,5.9,103264,3.3,17.4,54.5,20.3,4.5
007：幽灵党,萨姆·门德斯,丹尼尔·克雷格,2015,148,英国 / 美国,动作 / 惊悚 / 冒险,6.2,116924,5.7,21.5,52.5,16.9,3.4
太空旅客,莫滕·泰杜姆,詹妮弗·劳伦斯,2017,116,美国,科幻 / 冒险,6.9,118928,10.7,35.8,44.3,8.0,1.2
激战,林超贤,张家辉,2013,121,香港 / 中国大陆,剧情 / 动作 / 运动,7.8,110735,21.5,49.7,25.9,2.5,0.4
猩球崛起3：终极之战,马特·里夫斯,安迪·瑟金斯,2017,140,美国,剧情 / 动作 / 科幻,6.9,118879,10.3,35.5,43.4,9.0,1.8
挪威的森林,陈英雄,松山研一,2011,133,日本,剧情 / 爱情,5.9,93880,4.9,18.3,50.6,21.5,4.7
弱点,约翰·李·汉考克,桑德拉·布洛克,2009,129,美国,剧情 / 家庭 / 传记 / 运动,8.4,104087,37.4,46.5,14.6,1.2,0.2
追风筝的人,马克·福斯特,赫立德·阿卜杜拉,2007,128,美国 / 中国大陆,剧情,8.2,98899,32.1,46.7,18.6,2.2,0.4
盗墓笔记,李仁港,井柏然,2016,123,中国大陆,悬疑 / 奇幻 / 冒险,4.7,128648,5.4,10.0,27.3,27.7,29.6
一个叫欧维的男人决定去死,汉内斯·赫尔姆,罗夫·拉斯加德,2015,116,瑞典,剧情,8.7,116144,47.7,41.6,9.9,0.7,0.1
碟中谍3,J·J·艾布拉姆斯,汤姆·克鲁斯,2006,126,美国 / 德国,动作 / 惊悚 / 冒险,7.3,96322,12.2,43.8,40.5,3.1,0.4
苏州河,娄烨,周迅,2000,83,中国 / 德国,剧情 / 爱情,7.9,93982,23.9,48.5,24.7,2.5,0.4
生化危机3：灭绝,拉塞尔·穆卡希,米拉·乔沃维奇,2007,95,美国 / 法国 / 澳大利亚 / 德国 / 英国,动作 / 科幻 / 恐怖,7.1,96849,12.4,36.7,44.0,6.0,0.9
海洋,雅克·贝汉 / 雅克·克鲁奥德,皮尔斯·布鲁斯南,2011,104,法国 / 瑞士 / 西班牙 / 美国 / 阿联酋,纪录片,9.0,100870,60.0,31.6,7.8,0.5,0.1
小姐,朴赞郁,金敏喜,2016,145,韩国,剧情 / 悬疑 / 同性,7.9,114813,25.3,49.0,23.0,2.3,0.5
大兵小将,丁晟,成龙,2010,96,中国大陆 / 香港,喜剧 / 动作 / 冒险,6.8,101515,7.8,36.8,45.4,8.5,1.5
东方快车谋杀案,肯尼思·布拉纳,肯尼思·布拉纳,2017,114,美国 / 马耳他,剧情 / 悬疑 / 犯罪,7.0,117897,9.9,37.4,45.2,6.7,0.8
只是爱着你,新城毅彦,玉木宏,2006,116,日本,剧情 / 爱情,8.0,95286,29.6,43.5,23.9,2.6,0.4
云水谣,尹力,陈坤,2006,117,中国大陆 / 台湾,剧情 / 爱情 / 战争,6.9,87559,9.3,34.4,47.7,7.3,1.2
剑雨,苏照彬,杨紫琼,2010,117,中国大陆 / 香港 / 台湾,动作 / 武侠 / 古装,7.0,104671,11.3,36.9,42.3,8.0,1.5
暗杀,崔东勋,全智贤,2015,139,韩国,剧情 / 动作 / 历史 / 犯罪,8.0,112093,25.5,50.2,21.9,1.9,0.5
百鸟朝凤,吴天明,陶泽如,2016,108,中国大陆,剧情,8.0,115310,30.6,43.0,22.3,3.2,1.0
杀生,管虎,黄渤,2012,109,中国大陆,剧情 / 悬疑,7.6,104625,19.6,47.7,27.6,4.1,1.0
被偷走的那五年,黄真真,白百何,2013,111,中国大陆,爱情,5.8,105225,5.4,17.0,46.3,24.1,7.2
不再让你孤单,刘伟强,刘烨,2011,124,香港 / 中国大陆,剧情 / 爱情,7.0,91966,11.9,36.0,42.0,8.4,1.6
霍元甲,于仁泰,李连杰,2006,104,美国 / 中国大陆 / 香港,剧情 / 动作 / 传记,6.6,91242,6.2,29.5,55.5,7.9,1.0
枪火,杜琪峰,吴镇宇,1999,84,香港,剧情 / 动作 / 犯罪,8.6,100149,46.1,40.6,12.0,1.0,0.3
她比烟花寂寞,安南德·图克尔,艾米丽·沃森,1998,121,英国,剧情 / 音乐 / 传记,8.4,91454,36.7,46.3,15.3,1.3,0.4
海洋天堂,薛晓路,李连杰,2010,106,中国大陆 / 香港,剧情,7.9,96564,23.3,49.0,25.2,2.1,0.4
博物馆奇妙夜2,肖恩·利维,本·斯蒂勒,2009,105,美国 / 加拿大,喜剧 / 动作 / 奇幻 / 冒险,6.8,98763,8.5,33.2,50.1,7.4,0.9
一个陌生女人的来信,徐静蕾,徐静蕾,2005,89,中国大陆,剧情 / 爱情,7.5,89463,19.4,42.4,32.7,4.5,1.0
鹿鼎记2：神龙教,王晶,周星驰,1992,102,香港,喜剧 / 动作 / 武侠 / 古装,7.7,90604,19.8,45.9,31.7,2.2,0.3
换子疑云,克林特·伊斯特伍德,安吉丽娜·朱莉,2008,141,美国,剧情 / 悬疑 / 惊悚,8.3,100334,33.9,50.6,14.5,0.8,0.1
异形,雷德利·斯科特,西格妮·韦弗,1979,117,英国 / 美国,科幻 / 恐怖,8.0,96366,25.7,48.9,23.3,1.8,0.4
本能,保罗·范霍文,迈克尔·道格拉斯,1992,128,美国 / 法国,爱情 / 悬疑 / 惊悚 / 情色,7.7,91301,18.7,49.6,29.1,2.2,0.3
007：大战皇家赌场,马丁·坎贝尔,丹尼尔·克雷格,2007,144,美国 / 英国 / 德国 / 捷克 Czech Republic / 巴哈马 Bahamas,动作 / 惊悚 / 犯罪,7.4,94689,14.6,45.3,36.4,3.4,0.5
窃听风云3,麦兆辉 / 庄文强,刘青云,2014,130,香港 / 中国大陆,动作 / 悬疑 / 惊悚 / 犯罪,6.2,105302,5.0,21.0,54.4,16.8,2.8
隐秘而伟大,张哲洙,金秀贤,2013,124,韩国,喜剧 / 动作,7.7,106808,23.4,45.0,27.6,3.4,0.6
天台爱情,周杰伦,周杰伦,2013,117,中国大陆 / 香港 / 台湾,喜剧 / 动作 / 爱情 / 歌舞,6.8,109763,16.6,27.9,38.5,12.4,4.5
星球大战外传：侠盗一号,加里斯·爱德华斯,菲丽希缇·琼斯,2017,134,美国,动作 / 科幻 / 冒险,7.3,113827,15.2,41.1,36.6,5.7,1.4
为奴十二年,史蒂夫·麦奎因,切瓦特·埃加福特,2013,134,美国 / 英国,剧情 / 传记 / 历史,7.9,105753,22.1,51.5,24.7,1.5,0.2
线人,林超贤,谢霆锋,2010,113,香港 / 中国大陆,剧情 / 动作 / 惊悚,7.3,96471,10.3,47.4,38.6,3.3,0.4
赤壁(下),吴宇森,梁朝伟,2009,142,中国大陆 / 香港 / 日本 / 台湾 / 韩国,剧情 / 动作 / 历史 / 战争,6.4,94718,5.5,27.2,51.9,12.1,3.3
西部世界 第一季,乔纳森·诺兰 / 强尼·坎贝尔 / 理查德·J·刘易斯 / 米歇尔·麦克拉伦 / 尼尔·马歇尔 / 文森佐·纳塔利 / 弗雷德·托耶 / 斯蒂芬·威廉姆斯,埃文·蕾切尔·伍德,,,美国,科幻 / 西部,8.8,134017,55.7,32.4,9.8,1.4,0.7
死寂,温子仁,唐尼·沃尔伯格,2007,89,美国,悬疑 / 恐怖,7.5,100244,17.2,44.4,34.0,3.8,0.6
哥斯拉,加里斯·爱德华斯,亚伦·泰勒-约翰逊,2014,123,美国 / 日本,动作 / 科幻 / 冒险 / 灾难,6.4,105967,7.2,25.5,49.8,14.2,3.2
金刚狼2,詹姆斯·曼高德,休·杰克曼,2013,126,美国 / 英国,动作 / 科幻,6.2,103947,5.9,21.3,51.8,17.7,3.2
起风了,宫崎骏,庵野秀明,2013,126,日本,剧情 / 爱情 / 动画 / 传记,7.8,105081,25.9,43.5,27.2,2.8,0.6
一树梨花压海棠,阿德里安·莱恩,杰瑞米·艾恩斯,1997,137,美国 / 法国,剧情 / 爱情 / 情色,8.0,91730,28.6,47.4,21.8,1.7,0.4
攻壳机动队,鲁伯特·桑德斯,斯嘉丽·约翰逊,2017,107,美国,动作 / 科幻 / 犯罪,6.4,111550,6.6,26.3,51.3,13.4,2.4
回忆积木小屋,加藤久仁生,,2008,12,日本,剧情 / 动画 / 短片,9.3,102839,70.3,24.9,4.6,0.2,0.1
东邪西毒：终极版,王家卫,张国荣,2009,93,香港 / 中国大陆 / 台湾,剧情 / 动作 / 爱情,8.7,94484,49.3,37.5,11.5,1.2,0.5
半泽直树,福泽克雄 / 棚泽孝义 / 田中健太,堺雅人,,,日本,剧情,9.1,117350,63.0,29.8,6.5,0.5,0.2
雨中曲,斯坦利·多南 / 吉恩·凯利,吉恩·凯利,1952,103,美国,喜剧 / 爱情 / 歌舞,8.9,95008,56.4,35.3,7.8,0.4,0.1
请以你的名字呼唤我,卢卡·瓜达尼诺,蒂莫西·柴勒梅德,2017,132,意大利 / 法国 / 巴西 / 美国,剧情 / 爱情 / 同性,8.9,116025,56.2,33.0,9.3,1.0,0.4
红猪,宫崎骏,森山周一郎,1992,94,日本,爱情 / 动画 / 奇幻 / 冒险,8.3,93732,37.6,43.7,17.6,1.0,0.2
夜行者,丹·吉尔罗伊,杰克·吉伦哈尔,2014,117,美国,惊悚 / 犯罪,8.2,108283,29.3,54.8,14.8,0.9,0.2
冷山,安东尼·明格拉,裘德·洛,2004,154,美国,剧情 / 爱情 / 战争,8.0,90980,27.0,49.7,21.5,1.6,0.2
赛德克·巴莱,魏德圣,林庆台,2012,153,台湾,剧情 / 历史 / 战争,8.7,96842,49.8,37.8,10.8,1.1,0.5
摩登时代,查理·卓别林,查理·卓别林,1936,87,美国,剧情 / 喜剧 / 爱情,9.2,93391,65.1,29.7,4.8,0.2,0.1
阿黛尔的生活,阿布戴·柯西胥,阿黛尔·艾克萨勒霍布洛斯,2013,179,法国 / 比利时 / 西班牙 / 突尼斯,剧情 / 爱情 / 同性,8.3,105092,37.2,43.7,17.0,1.7,0.5
夏日大作战,细田守,神木隆之介,2009,114,日本,喜剧 / 科幻 / 动画 / 家庭 / 冒险,8.6,105832,46.8,37.8,13.6,1.4,0.4
使徒行者,文伟鸿,张家辉,2016,109,中国大陆 / 香港,剧情 / 动作 / 犯罪,6.7,109704,10.3,30.8,44.4,12.0,2.5
星际迷航,J·J·艾布拉姆斯,克里斯·派恩,2009,127,美国 / 德国,动作 / 科幻 / 冒险,7.9,99915,24.7,50.7,22.4,1.9,0.4
八恶人,昆汀·塔伦蒂诺,塞缪尔·杰克逊,2015,168,美国,剧情 / 犯罪 / 西部,8.3,109352,35.7,47.4,15.1,1.4,0.4
笑傲江湖2：东方不败,程小东,李连杰,1992,107,香港,动作 / 武侠 / 古装,8.3,87630,34.8,46.4,17.5,1.1,0.2
我愿意,孙周,李冰冰,2012,106,中国大陆,喜剧 / 爱情,5.8,96875,3.9,17.1,51.7,21.2,6.1
面纱,约翰·卡兰,爱德华·诺顿,2006,125,美国 / 中国大陆 / 加拿大,剧情 / 爱情,8.2,95026,31.2,49.3,18.3,1.2,0.1
深夜食堂,松冈锭司 / 山下敦弘 / 及川拓郎,小林薰,,,日本,剧情,9.2,110442,65.0,28.9,5.6,0.4,0.1
一个都不能少,张艺谋,魏敏芝,1999,106,中国大陆,剧情 / 喜剧,7.5,84601,14.4,48.4,34.3,2.5,0.4
黄金时代,许鞍华,汤唯,2014,179,中国大陆 / 香港,剧情 / 爱情 / 传记,7.1,102414,15.1,38.8,36.0,8.0,2.1
雷神3：诸神黄昏,塔伊加·维迪提,克里斯·海姆斯沃斯,2017,130,美国,动作 / 奇幻 / 冒险,7.5,142837,16.9,45.1,33.3,4.0,0.7
安德的游戏,加文·胡德,阿萨·巴特菲尔德,2014,114,美国,动作 / 科幻 / 冒险,6.9,103298,11.2,34.4,42.7,9.5,2.1
人生遥控器,弗兰克·克拉斯,亚当·桑德勒,2007,107,美国,剧情 / 喜剧 / 家庭 / 奇幻,7.7,92665,21.2,44.8,30.6,3.0,0.4
想爱就爱,萨拉萨瓦蒂·翁索姆佩奇,苏查拉·玛娜英,2010,102,泰国,喜剧 / 爱情 / 同性,7.5,91214,19.5,41.0,34.2,4.4,0.9
康斯坦丁,弗朗西斯·劳伦斯,基努·里维斯,2005,121,美国 / 德国,动作 / 惊悚 / 奇幻,7.7,95311,21.8,47.0,28.1,2.6,0.4
追击者,罗泓轸,河正宇,2008,125,韩国,剧情 / 惊悚 / 犯罪,8.4,102297,35.6,49.5,13.2,1.2,0.5
敢死队2,西蒙·韦斯特,西尔维斯特·史泰龙,2012,103,美国,动作 / 冒险,6.8,96909,9.9,32.4,48.4,8.0,1.4
情癫大圣,刘镇伟,谢霆锋,2005,103,中国大陆 / 香港,剧情 / 喜剧 / 动作 / 爱情 / 科幻 / 奇幻,5.3,85405,3.4,12.0,42.3,30.7,11.6
西游记之大闹天宫,郑保瑞,甄子丹,2014,119,中国大陆 / 香港,动作 / 奇幻,4.1,105573,2.0,4.9,24.7,33.4,35.0
逃出绝命镇,乔丹·皮尔,丹尼尔·卡卢亚,2017,104,美国,悬疑 / 惊悚 / 恐怖,7.5,108669,16.9,47.7,31.2,3.5,0.7
谍影重重4,托尼·吉尔罗伊,杰瑞米·雷纳,2012,135,美国 / 日本,动作 / 悬疑 / 惊悚,6.7,97633,7.4,31.5,50.3,9.3,1.6
灌篮高手,西沢信孝 / 志水淳儿,草尾毅,,,日本,喜剧 / 动画 / 运动,9.6,96762,82.1,14.6,3.1,0.2,0.1
死神来了3,乔丹·皮尔,丹尼尔·卡卢亚,2017,104,美国,悬疑 / 惊悚 / 恐怖,7.5,108796,16.9,47.7,31.2,3.5,0.7
全民情敌,安迪·坦纳特,威尔·史密斯,2005,118,美国,喜剧 / 爱情,7.5,87875,14.7,48.8,34.2,2.1,0.2
漂亮女人,盖瑞·马歇尔,理查·基尔,1990,125,美国,喜剧 / 爱情,7.9,88663,23.7,49.8,24.8,1.5,0.3
梅兰芳,陈凯歌,黎明,2008,147,中国大陆,剧情 / 传记 / 历史,6.9,90373,7.6,37.7,46.8,6.9,1.0
2001太空漫游,斯坦利·库布里克,凯尔·杜拉,1968,148,英国 / 美国,科幻 / 惊悚 / 冒险,8.6,92125,52.6,30.7,12.7,2.6,1.4
千谎百计 第一季,罗伯特·斯文克 / 亚当·戴维森,蒂姆·罗斯,,,美国,剧情 / 悬疑 / 惊悚 / 犯罪,8.7,107594,46.1,42.0,11.2,0.6,0.1
速度与激情,罗伯·科恩,范·迪塞尔,2001,106,美国 / 德国,动作 / 犯罪,7.6,92641,18.0,47.2,32.1,2.3,0.4
生化危机5：惩罚,保罗·安德森,米拉·乔沃维奇,2013,96,德国 / 加拿大 / 美国 / 法国,动作 / 科幻 / 恐怖,5.7,97023,5.3,15.2,45.6,25.8,8.1
十全九美,王岳伦,立威廉,2008,92,中国,喜剧,5.1,88338,2.2,10.1,41.9,31.5,14.3
生活大爆炸 第四季,马克·森卓斯基,约翰尼·盖尔克奇,,,美国,喜剧,9.2,105126,66.2,28.0,5.4,0.3,0.1
